"row_root_id","row_root_date","row_root_passage","row_root_event","row_root_cellLine","row_root_owner","row_root_owner_name","row_root_comment","row_root_comment_flags","episode_graph_root_id","episode_graph_root_seeding_date","analysis_span_start_id","analysis_span_start_date","analysis_span_start_episode_steps_from_episode_graph_root","calendar_days_episode_root_to_span_start","analysis_span_start_comment","analysis_span_start_owner","row_ancestry_records_to_span_start"
"MDA-231_2N_NLS_mCherry","2022-12-13T11:46:57Z",1,"harvest","MDAMB231","cloneredesign@206.81.166.225","cloneredesign","NLS-mCherry 2N cells, derived through homotypic fusion, from Andriy's lab","fusion_or_engineered_origin;external_lab_origin","MDA-MB-231_2N_NLS_A3_seed","2022-12-19T16:06:39Z","MDA-MB-231_RPMI_A12_VT2_seed","2024-02-02T15:16:05Z",5,410,"; LTEE","cloneredesign@206.81.166.225",13
