"arm","strategy","fit_unit_id","group_size","start_path_position","end_path_position","candidate_model","fit_status","criterion_eligible","n_observations","n_episodes","AIC","BIC","r_per_day","K","N_init"
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w004",2,4,5,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,117.753951108819,115.80114067099,0.943212296994718,21487983.8978079,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w005",2,5,6,"exponential__normal","ok",TRUE,4,2,111.057803593977,108.602981038457,0.954049057715629,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w005",2,5,6,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w005",2,5,6,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,117.467040505472,115.012217949951,0.905722697969678,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w005",2,5,6,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w006",2,6,7,"exponential__normal","ok",TRUE,4,2,104.086465151157,101.631642595636,1.01151792839642,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w006",2,6,7,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w006",2,6,7,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,111.134504808039,108.679682252518,0.991575988035662,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w006",2,6,7,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w007",2,7,8,"exponential__normal","ok",TRUE,5,2,153.576590878894,152.01434252863,0.568789324469153,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w007",2,7,8,"logistic__normal","ok",TRUE,5,2,142.421838269811,140.469027831981,1.35679278992892,9325503.82129009,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w007",2,7,8,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,156.632462437546,155.070214087282,0.670620697171715,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w007",2,7,8,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,151.026969911847,149.074159474018,1.08643677429063,10788620.4068813,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w008",2,8,9,"exponential__normal","ok",TRUE,6,2,185.440835528679,184.607873405591,0.397550788018187,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w008",2,8,9,"logistic__normal","ok",TRUE,6,2,162.816501794933,161.775299141074,0.96417469242826,10758133.359398,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w008",2,8,9,"exponential__mean_preserving_lognormal","ok",TRUE,6,2,186.913773446333,186.080811323245,0.530295005273507,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w008",2,8,9,"logistic__mean_preserving_lognormal","ok",TRUE,6,2,171.207760672362,170.166558018503,0.951199265589458,10918870.5620022,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w009",2,9,10,"exponential__normal","ok",TRUE,6,2,185.701289511308,184.86832738822,0.366307682920544,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w009",2,9,10,"logistic__normal","ok",TRUE,6,2,178.608965883261,177.567763229401,0.889836025005539,10578471.3093051,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w009",2,9,10,"exponential__mean_preserving_lognormal","ok",TRUE,6,2,190.425440292224,189.592478169136,0.52479579104416,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w009",2,9,10,"logistic__mean_preserving_lognormal","ok",TRUE,6,2,166.252299937888,165.211097284028,1.12625964745668,9741728.69534499,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w010",2,10,11,"exponential__normal","ok",TRUE,5,2,157.969999116021,156.407750765758,0.443581413484802,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w010",2,10,11,"logistic__normal","ok",TRUE,5,2,137.269061003733,135.316250565904,1.39349960539105,8761328.74008505,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w010",2,10,11,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,158.968573198354,157.40632484809,0.630216817473847,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w010",2,10,11,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,145.02739293658,143.074582498751,1.29537317229755,8969236.42834535,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w011",2,11,12,"exponential__normal","ok",TRUE,4,2,110.912175238459,108.457352682939,1.016495459833,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w011",2,11,12,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w011",2,11,12,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,117.976196317395,115.521373761875,0.921577886826072,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w011",2,11,12,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w012",2,12,13,"exponential__normal","ok",TRUE,5,2,157.452583714852,155.890335364588,0.403612562124228,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w012",2,12,13,"logistic__normal","ok",TRUE,5,2,131.52881229462,129.57600185679,1.17829146483177,9046872.89051986,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w012",2,12,13,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,158.087705450776,156.525457100512,0.628596320955497,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w012",2,12,13,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,139.128959915882,137.176149478053,1.18040499500791,8899122.38629078,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w013",2,13,14,"exponential__normal","ok",TRUE,6,2,186.388468243725,185.555506120638,0.395602614985104,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w013",2,13,14,"logistic__normal","ok",TRUE,6,2,186.530135073136,185.488932419276,0.675222721749726,14369827.0925477,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w013",2,13,14,"exponential__mean_preserving_lognormal","ok",TRUE,6,2,191.323860206759,190.490898083671,0.580202404176591,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w013",2,13,14,"logistic__mean_preserving_lognormal","ok",TRUE,6,2,171.953879319792,170.912676665932,1.23276717684399,10183271.9687716,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w014",2,14,15,"exponential__normal","ok",TRUE,5,2,156.799783744528,155.237535394264,0.443591875283555,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w014",2,14,15,"logistic__normal","ok",TRUE,5,2,127.170875342284,125.218064904455,1.27581235190081,11426872.3256433,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w014",2,14,15,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,158.718274697886,157.156026347623,0.682398886007225,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w014",2,14,15,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,136.915129128303,134.962318690473,1.28090842738844,11361423.1197071,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w015",2,15,16,"exponential__normal","ok",TRUE,4,2,108.475586101259,106.020763545738,1.04035684261095,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w015",2,15,16,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w015",2,15,16,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,115.788064189476,113.333241633956,1.00403696808184,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w015",2,15,16,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w016",2,16,17,"exponential__normal","ok",TRUE,4,2,109.377165694256,106.922343138736,1.08215184131357,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w016",2,16,17,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w016",2,16,17,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,117.270528002195,114.815705446675,1.00019680840892,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w016",2,16,17,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w017",2,17,18,"exponential__normal","ok",TRUE,5,2,137.114125982263,135.551877631999,1.06072157963799,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w017",2,17,18,"logistic__normal","ok",TRUE,5,2,139.114218570214,137.161408132385,1.06058950604941,104586983365.538,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w017",2,17,18,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,150.735892404145,149.173644053881,0.873393986468078,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w017",2,17,18,"logistic__mean_preserving_lognormal","mean_parameter_on_boundary",FALSE,5,2,152.735896176579,150.78308573875,0.873395167714167,7477190999999.98,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w018",2,18,19,"exponential__normal","ok",TRUE,5,2,134.883485085676,133.321236735412,1.00828630524842,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w018",2,18,19,"logistic__normal","ok",TRUE,5,2,136.884249767189,134.93143932936,1.0083088147837,61943526905.5005,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w018",2,18,19,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,148.715535975851,147.153287625587,0.871913695325714,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w018",2,18,19,"logistic__mean_preserving_lognormal","mean_parameter_on_boundary",FALSE,5,2,150.715540984685,148.762730546856,0.871914281393839,7.616226e+12,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w019",2,19,20,"exponential__normal","ok",TRUE,4,2,106.160359725889,103.705537170369,1.05796750278508,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w019",2,19,20,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w019",2,19,20,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,113.653810081938,111.198987526418,1.03061992287065,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w019",2,19,20,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w020",2,20,21,"exponential__normal","ok",TRUE,4,2,107.38288077878,104.92805822326,1.05462105243215,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w020",2,20,21,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w020",2,20,21,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,114.802165744534,112.347343189014,1.00763887428398,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w020",2,20,21,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w021",2,21,22,"exponential__normal","ok",TRUE,5,2,155.020190945898,153.457942595634,0.518832070255731,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w021",2,21,22,"logistic__normal","ok",TRUE,5,2,110.241414775814,108.288604337985,1.15876348081886,13090361.4835931,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w021",2,21,22,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,157.449168957698,155.886920607434,0.726632328102019,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w021",2,21,22,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,120.777327330249,118.82451689242,1.15698958536206,13120585.7263744,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w022",2,22,23,"exponential__normal","ok",TRUE,5,2,159.320260370439,157.758012020175,0.598518525555632,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w022",2,22,23,"logistic__normal","ok",TRUE,5,2,140.781751069989,138.82894063216,1.61090188860285,12259727.37365,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w022",2,22,23,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,160.115735661275,158.553487311011,0.704369508775449,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w022",2,22,23,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,150.980731074858,149.027920637029,1.25951961172117,13721972.4198217,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w023",2,23,24,"exponential__normal","ok",TRUE,4,2,105.738483764733,103.283661209212,1.04934325894019,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w023",2,23,24,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w023",2,23,24,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,113.483087871708,111.028265316188,1.01396878754035,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w023",2,23,24,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w024",2,24,25,"exponential__normal","ok",TRUE,4,2,91.2364550441548,88.7816324886344,0.996673077585437,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w024",2,24,25,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w024",2,24,25,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,98.5412010117595,96.086378456239,0.991432729810426,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w024",2,24,25,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w025",2,25,26,"exponential__normal","ok",TRUE,4,2,106.499697274562,104.044874719041,1.02820589918747,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w025",2,25,26,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w025",2,25,26,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,114.122211891159,111.667389335639,1.06286797582494,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w025",2,25,26,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w026",2,26,27,"exponential__normal","ok",TRUE,4,2,104.039160953227,101.584338397706,1.05268151864837,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w026",2,26,27,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w026",2,26,27,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,111.501613855737,109.046791300217,1.06442177675791,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w026",2,26,27,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w027",2,27,28,"exponential__normal","ok",TRUE,4,2,95.8588837276025,93.4040611720821,1.01931627598904,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w027",2,27,28,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w027",2,27,28,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,103.093664159258,100.638841603738,1.02941727391863,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w027",2,27,28,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w028",2,28,29,"exponential__normal","ok",TRUE,4,2,104.864436443468,102.409613887948,1.12972948867977,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w028",2,28,29,"logistic__normal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w028",2,28,29,"exponential__mean_preserving_lognormal","ok",TRUE,4,2,113.844769890579,111.389947335058,1.07416377459963,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w028",2,28,29,"logistic__mean_preserving_lognormal","no_residual_degrees_of_freedom",FALSE,4,2,,,,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w029",2,29,30,"exponential__normal","ok",TRUE,5,2,147.36643941092,145.804191060656,0.92639648946061,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w029",2,29,30,"logistic__normal","ok",TRUE,5,2,147.200252120933,145.247441683104,1.32338691461287,19659590.4408101,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w029",2,29,30,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,156.145122660969,154.582874310706,0.824142880886944,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w029",2,29,30,"logistic__mean_preserving_lognormal","mean_parameter_on_boundary",FALSE,5,2,158.145123330028,156.192312892199,0.824140682801677,1.2548894e+13,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w030",2,30,31,"exponential__normal","ok",TRUE,5,2,151.754466251312,150.192217901049,0.754922064082346,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w030",2,30,31,"logistic__normal","ok",TRUE,5,2,149.438502934101,147.485692496271,2.22516680546019,13252278.9358828,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w030",2,30,31,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,153.119809761231,151.557561410968,0.694502075505993,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w030",2,30,31,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,154.980412301429,153.027601863599,0.733580559126424,84857737.2400283,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w031",2,31,32,"exponential__normal","ok",TRUE,5,2,146.28720519368,144.724956843417,0.673538950523059,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w031",2,31,32,"logistic__normal","ok",TRUE,5,2,125.869435212091,123.916624774261,1.13011021091645,16040141.8960204,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w031",2,31,32,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,154.685680128088,153.123431777824,0.738032709688237,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w031",2,31,32,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,129.464124095522,127.511313657692,1.25876567600939,14644640.043941,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w032",2,32,33,"exponential__normal","ok",TRUE,5,2,145.96528948626,144.403041135996,0.80805479309931,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w032",2,32,33,"logistic__normal","ok",TRUE,5,2,126.855197149585,124.902386711756,1.44980228462079,13022956.7765172,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w032",2,32,33,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,151.39221403715,149.829965686887,0.87499336379341,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w032",2,32,33,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,135.244624079238,133.291813641408,1.3463255327563,14029187.8109022,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w033",2,33,34,"exponential__normal","ok",TRUE,5,2,147.016822329518,145.454573979254,0.7896471937366,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w033",2,33,34,"logistic__normal","mean_parameter_on_boundary",FALSE,5,2,149.01682559854,147.064015160711,0.789613648289709,9820775999999.99,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w033",2,33,34,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,152.419754062015,150.857505711752,0.810999655694032,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w033",2,33,34,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,154.412544611867,152.459734174037,0.836738052595057,93298548.686432,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w034",2,34,35,"exponential__normal","ok",TRUE,6,2,161.230891588737,160.39792946565,0.692899751475112,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w034",2,34,35,"logistic__normal","ok",TRUE,6,2,163.23205485888,162.190852205021,0.692779304960974,157783703791.804,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w034",2,34,35,"exponential__mean_preserving_lognormal","ok",TRUE,6,2,169.50682264749,168.673860524402,0.665527485586307,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w034",2,34,35,"logistic__mean_preserving_lognormal","mean_parameter_on_boundary",FALSE,6,2,171.506825776785,170.465623122925,0.665527982745562,8791465999999.99,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w035",2,35,36,"exponential__normal","ok",TRUE,5,2,143.922924045901,142.360675695637,0.747957062638775,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w035",2,35,36,"logistic__normal","ok",TRUE,5,2,145.55691461452,143.604104176691,0.888614759452591,26761102.7668453,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w035",2,35,36,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,153.35734311233,151.795094762067,0.734602542173085,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w035",2,35,36,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,155.29111090585,153.33830046802,0.784946332073434,48618491.276816,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w036",2,36,37,"exponential__normal","ok",TRUE,5,2,157.77348859814,156.211240247877,0.508669732921328,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w036",2,36,37,"logistic__normal","ok",TRUE,5,2,128.623903797699,126.67109335987,1.23355743254892,13392265.321826,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w036",2,36,37,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,159.432509179443,157.87026082918,0.739579803550709,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w036",2,36,37,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,137.978944941085,136.026134503256,1.27952704565226,12933232.8259063,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w037",2,37,38,"exponential__normal","ok",TRUE,6,2,188.407554544629,187.574592421541,0.417877516485426,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w037",2,37,38,"logistic__normal","ok",TRUE,6,2,150.955435249798,149.914232595938,1.27067534127528,13262802.6682732,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w037",2,37,38,"exponential__mean_preserving_lognormal","ok",TRUE,6,2,193.834337619314,193.001375496226,0.626066379998451,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w037",2,37,38,"logistic__mean_preserving_lognormal","ok",TRUE,6,2,162.434176997786,161.392974343927,1.28059431983801,13207029.9161435,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w038",2,38,39,"exponential__normal","ok",TRUE,5,2,162.341737808736,160.779489458472,0.445073486126614,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w038",2,38,39,"logistic__normal","ok",TRUE,5,2,140.676136258899,138.723325821069,1.46340224441729,13015938.0361222,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w038",2,38,39,"exponential__mean_preserving_lognormal","ok",TRUE,5,2,163.379039178299,161.816790828036,0.657568772377602,,
"C","rolling_2","MDAMB231_promoted_39_episodes_ignore_media__g02__w038",2,38,39,"logistic__mean_preserving_lognormal","ok",TRUE,5,2,149.122464586051,147.169654148222,1.37034670411262,13265356.4548466,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w001",3,1,3,"exponential__normal","ok",TRUE,6,3,197.340684644087,196.299481990227,0.540109541472396,,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w001",3,1,3,"logistic__normal","mean_parameter_on_boundary",FALSE,6,3,199.340685742873,198.091242558242,0.540099767179729,1.1762429e+13,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w001",3,1,3,"exponential__mean_preserving_lognormal","ok",TRUE,6,3,200.221659680664,199.180457026804,0.473378286902165,,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w001",3,1,3,"logistic__mean_preserving_lognormal","ok",TRUE,6,3,193.564321874314,192.314878689682,3.67747164656728,8160122.46021698,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w002",3,2,4,"exponential__normal","ok",TRUE,7,3,190.201633840809,189.931184586086,0.776821224896344,,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w002",3,2,4,"logistic__normal","ok",TRUE,7,3,181.108085260776,180.783546155108,0.965535803679247,21931828.3378378,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w002",3,2,4,"exponential__mean_preserving_lognormal","ok",TRUE,7,3,199.016816548579,198.746367293855,0.782865541523106,,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w002",3,2,4,"logistic__mean_preserving_lognormal","ok",TRUE,7,3,182.088225035795,181.763685930127,0.949953008786326,23048220.6523109,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w003",3,3,5,"exponential__normal","ok",TRUE,7,3,173.549926065619,173.279476810896,0.811167597209434,,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w003",3,3,5,"logistic__normal","ok",TRUE,7,3,173.521337343306,173.196798237638,0.85588943735113,64673145.3408868,
"C","rolling_3","MDAMB231_promoted_39_episodes_ignore_media__g03__w003",3,3,5,"exponential__mean_preserving_lognormal","ok",TRUE,7,3,183.160172548159,182.889723293436,0.827757417728507,,
